Freq (Hz)	mic2/mic1_Mod	mic2/mic1_Phase(rad)	mic3/mic1_Mod	mic3/mic1_Phase(rad)	mic4/mic1_Mod	mic4/mic1_Phase(rad)
900.000000000000110E+0	703.503862588175320E-3	257.569843798307610E-3	493.840597166925240E-3	190.589314339437240E-3	778.113980126581840E-3	26.665833241359113E-3
901.000000000000110E+0	834.673042011362940E-3	159.703215970676830E-3	574.895812123867980E-3	192.888909434672270E-3	772.170088650175560E-3	19.641528336818821E-3
902.000000000000110E+0	739.989617378520200E-3	84.631142677210322E-3	466.569027908933290E-3	110.758768167927300E-3	753.693643439652060E-3	48.449249069408937E-3
903.000000000000110E+0	737.310852657065860E-3	114.717296735661960E-3	480.220924903475230E-3	121.596435703560460E-3	756.735802326791380E-3	10.263272558039807E-3
904.000000000000110E+0	736.149217449502350E-3	105.480303050239190E-3	503.120850649702020E-3	108.799119094643140E-3	754.331159818338200E-3	45.463558553786060E-3
905.000000000000110E+0	719.384652220012910E-3	173.064783370839830E-3	477.848618212337710E-3	127.880511085838920E-3	746.315127422016440E-3	60.898776310597209E-3
906.000000000000110E+0	745.606631861255530E-3	108.324485128224710E-3	478.474990250995050E-3	159.498857995968500E-3	760.075310105177370E-3	36.287480138601252E-3
907.000000000000110E+0	715.249776374953130E-3	39.639232729414997E-3	496.321910254482520E-3	197.072152737065130E-3	781.153250005581110E-3	31.716411441612670E-3
908.000000000000110E+0	687.100105530987440E-3	143.217016820244760E-3	472.399975598544850E-3	149.974174401310750E-3	714.653440876067300E-3	-4.532438145884197E-3
909.000000000000110E+0	735.612099266104490E-3	138.803909028942270E-3	456.088093885596570E-3	115.215043108656430E-3	723.732746836839640E-3	68.213190192057141E-3
910.000000000000110E+0	748.174322476714450E-3	123.098116374580110E-3	453.572987100344880E-3	170.494893012199810E-3	734.120650575971530E-3	73.098219478321236E-3
911.000000000000110E+0	751.395022098514610E-3	92.549295981869686E-3	465.529976536450010E-3	184.220263634293340E-3	730.698563891977510E-3	35.557422158068092E-3
912.000000000000110E+0	751.955915340388640E-3	79.643951851912212E-3	451.948169498819500E-3	170.306406624634170E-3	717.531073302254190E-3	12.117962738515602E-3
913.000000000000110E+0	725.024196344905670E-3	110.369761357557840E-3	442.648516215366990E-3	153.115272243989330E-3	659.529161405991160E-3	-29.605427574912128E-3
914.000000000000110E+0	776.853747634304150E-3	22.918866796477231E-3	378.285343347758370E-3	-45.364753402823990E-3	699.899131894331510E-3	-60.862816042236124E-3
915.000000000000110E+0	805.916667050881270E-3	44.321196412241706E-3	450.966321714880320E-3	-9.303246815570546E-3	775.474275793973100E-3	27.995800973272512E-3
916.000000000000110E+0	721.911093550517860E-3	123.056905158490330E-3	464.933112080812340E-3	40.699130119814048E-3	765.118568643565420E-3	68.002341379189021E-3
917.000000000000110E+0	667.495323724189520E-3	94.917531992709456E-3	444.983883944489120E-3	160.624882858172920E-3	707.043669619288110E-3	11.239093368957453E-3
918.000000000000110E+0	661.257614884786960E-3	50.502012051930514E-3	443.346264746714790E-3	196.973970521475060E-3	699.463093754811640E-3	32.977928808797068E-3
919.000000000000110E+0	678.280448101395090E-3	135.662417842250610E-3	439.804972736531520E-3	247.006307992064360E-3	696.488250120238740E-3	21.648559462235102E-3
920.000000000000110E+0	679.902099981719350E-3	149.460976059713870E-3	400.600059025504270E-3	205.513395122828850E-3	705.818320993587100E-3	26.139910252659569E-3
921.000000000000110E+0	677.008194164699930E-3	61.758737594209974E-3	396.683281787871710E-3	171.653665838722800E-3	762.374453857964430E-3	-47.309040030360718E-3
922.000000000000110E+0	677.638398948917970E-3	108.606233269851350E-3	433.106400967531610E-3	166.544615884812870E-3	793.980984337491090E-3	3.752945881412762E-3
923.000000000000110E+0	741.309475679009840E-3	84.508893066532129E-3	451.735660920195400E-3	221.901960997309360E-3	766.239619192378820E-3	100.804993584273360E-3
924.000000000000110E+0	716.182068174831650E-3	42.352551554817146E-3	560.882435536811610E-3	244.550089837222570E-3	708.015400402704720E-3	32.366857709867511E-3
925.000000000000110E+0	706.250228525372450E-3	22.831320796097343E-3	488.911519090419300E-3	61.804733156332059E-3	789.674974617732840E-3	-10.540228031187789E-3
926.000000000000110E+0	689.772603374615430E-3	86.263416181617286E-3	439.379630842386240E-3	175.386874100870310E-3	792.070548767802030E-3	93.373047246026145E-3
927.000000000000110E+0	709.517053994803800E-3	103.319065583185130E-3	409.302785910374500E-3	194.376662811515860E-3	726.111696067882060E-3	192.831209520806400E-3
928.000000000000110E+0	722.261203053385150E-3	49.607462240217032E-3	393.739388900790690E-3	70.244978368091973E-3	710.480159097287010E-3	132.678601239153950E-3
929.000000000000110E+0	713.980056457005130E-3	19.917640941104743E-3	388.644372260561250E-3	107.078529410104260E-3	745.764803811419960E-3	75.207630693591279E-3
930.000000000000110E+0	750.283157535759580E-3	52.637334208953800E-3	396.623403567162690E-3	41.406471564119911E-3	711.796113007794770E-3	95.513997274442222E-3
931.000000000000110E+0	709.759790184255390E-3	134.972610016382970E-3	416.451587820411250E-3	189.397260642374640E-3	666.870517604668530E-3	76.639092650549925E-3
932.000000000000110E+0	672.687108743797110E-3	151.093653634212950E-3	411.110760681243910E-3	191.279122692888490E-3	676.152842282013440E-3	115.917628600363230E-3
933.000000000000110E+0	640.104114664841630E-3	104.777088654731260E-3	386.086886422842890E-3	89.320757662389214E-3	646.401514508122330E-3	105.016153573781840E-3
934.000000000000110E+0	672.293598136454280E-3	119.838295070577670E-3	412.848836096926410E-3	106.667314722768550E-3	653.616341584458030E-3	59.940273834687162E-3
935.000000000000110E+0	688.327884491131800E-3	184.242924477765080E-3	424.117593913016790E-3	152.763332711832320E-3	695.735325259067780E-3	65.586757742942009E-3
