Freq (Hz)	Coh_mic2/mic1	Coh_mic3/mic1	Coh_mic4/mic1
900.000000000000110E+0	959.961329530066520E-3	926.343095395081640E-3	918.995861337833290E-3
901.000000000000110E+0	958.248467532747840E-3	890.702399179914780E-3	904.349937301348830E-3
902.000000000000110E+0	969.425021650512140E-3	942.075853061644650E-3	982.914251939130510E-3
903.000000000000110E+0	987.728128732904160E-3	979.180157190078450E-3	992.835756031273940E-3
904.000000000000110E+0	986.752304389116100E-3	977.976740428431970E-3	991.815725664246470E-3
905.000000000000110E+0	977.333215854600980E-3	961.176160844319000E-3	988.935998699465020E-3
906.000000000000110E+0	985.205338459119840E-3	971.837374702410610E-3	995.487238304126660E-3
907.000000000000110E+0	962.830758917018970E-3	903.075075742756140E-3	970.534638777784450E-3
908.000000000000110E+0	952.873868283802490E-3	920.803487303835880E-3	974.940813068746690E-3
909.000000000000110E+0	988.498429994213780E-3	984.280152411382560E-3	995.735077988299080E-3
910.000000000000110E+0	993.200935860503290E-3	987.733099711439080E-3	995.605631663589840E-3
911.000000000000110E+0	994.639862096960540E-3	984.958902534218030E-3	993.974843552317130E-3
912.000000000000110E+0	993.679031833196950E-3	975.383636566652500E-3	988.716906408525280E-3
913.000000000000110E+0	955.996497528227240E-3	940.176054304116770E-3	982.339962388431910E-3
914.000000000000110E+0	930.887591831682350E-3	880.016713154250010E-3	951.786708397990070E-3
915.000000000000110E+0	957.154331858933840E-3	830.028504240743700E-3	909.808453206120800E-3
916.000000000000110E+0	966.066147960272900E-3	937.676871111127520E-3	949.822327286090060E-3
917.000000000000110E+0	976.219317992553130E-3	972.493658055484710E-3	983.591920584929720E-3
918.000000000000110E+0	950.692904288330530E-3	948.975120876238360E-3	976.874121207852330E-3
919.000000000000110E+0	943.702902738345780E-3	937.494972287208790E-3	963.175149596456110E-3
920.000000000000110E+0	976.669351468596680E-3	951.927987333377690E-3	968.501978206194880E-3
921.000000000000110E+0	972.296117730723110E-3	965.409765744131840E-3	975.220754606903380E-3
922.000000000000110E+0	937.203106022926110E-3	921.007422226952310E-3	945.305694888191610E-3
923.000000000000110E+0	820.297055738955620E-3	803.787665106622250E-3	794.665093387839300E-3
924.000000000000110E+0	821.091816851799990E-3	834.808726130088270E-3	881.992609598463480E-3
925.000000000000110E+0	882.627076725192690E-3	885.658566470924780E-3	935.963489946277430E-3
926.000000000000110E+0	905.447061490623370E-3	933.668644711717620E-3	914.711383143250070E-3
927.000000000000110E+0	909.995350639286490E-3	912.809787776423080E-3	926.319498089791530E-3
928.000000000000110E+0	948.558304746695560E-3	970.716149245664070E-3	956.795461860284750E-3
929.000000000000110E+0	969.865208715356090E-3	960.748113216140620E-3	979.419338005475310E-3
