Freq (Hz)	micro/hp_Real	micro/hp_Imag
20.000000000000004E+0	-843.643220958898430E-3	2.880726279237968E+0
21.000000000000004E+0	1.005326394924916E+0	5.360702967829460E+0
22.000000000000004E+0	1.786297053892411E+0	1.522336858501752E+0
23.000000000000004E+0	-966.179424580302700E-3	466.779553232238190E-3
24.000000000000004E+0	-636.594146940324230E-3	-817.517656049410960E-3
25.000000000000004E+0	-1.265721935650749E+0	-248.425648849133120E-3
26.000000000000004E+0	-636.209836818630080E-3	-413.810578954958370E-3
27.000000000000004E+0	300.398236459426200E-3	491.335035428996590E-3
28.000000000000004E+0	396.353776034137350E-3	368.220438802122520E-3
29.000000000000004E+0	-591.375586529065300E-3	-456.083266941481550E-3
30.000000000000004E+0	-526.195852824075110E-3	7.309203360417047E-3
31.000000000000004E+0	423.166415654754440E-3	-1.470695701672057E+0
32.000000000000007E+0	-66.033847341823368E-3	2.828630995472814E+0
33.000000000000007E+0	400.557025559812600E-3	286.751887088412150E-3
34.000000000000007E+0	-57.058718046310838E-3	311.389732810897990E-3
35.000000000000007E+0	-608.184446111624920E-3	-258.965937983199170E-3
36.000000000000007E+0	-224.536180048151180E-3	-192.853229697169360E-3
37.000000000000007E+0	109.084360364427620E-3	340.812116782121030E-3
38.000000000000007E+0	535.995768368632160E-3	-160.901751386016450E-3
39.000000000000007E+0	-182.963750564855450E-3	-275.602711250656000E-3
40.000000000000007E+0	-139.268110567456110E-3	38.874236744638406E-3
41.000000000000007E+0	-41.075600333352398E-3	99.403158952832624E-3
42.000000000000007E+0	183.358221191226660E-3	-113.315406182164080E-3
43.000000000000007E+0	24.812234043660505E-3	139.406266082887640E-3
44.000000000000007E+0	-29.986484587285853E-3	-98.051316592697557E-3
45.000000000000007E+0	39.838839290890930E-3	-136.100550530263070E-3
46.000000000000007E+0	63.232053333906815E-3	-19.176506837134497E-3
47.000000000000007E+0	-32.230247617802459E-3	71.481781755570087E-3
48.000000000000007E+0	-63.262850299716830E-3	-64.191548487603237E-3
49.000000000000007E+0	-100.582783978685320E-3	-24.692702456444327E-3
50.000000000000007E+0	-70.338364460068095E-3	95.054627412754306E-3
51.000000000000007E+0	183.277662580024920E-3	-116.838908912250540E-3
52.000000000000007E+0	20.227026633312304E-3	-153.075379613070520E-3
53.000000000000007E+0	-81.622937654485361E-3	-49.832450933810793E-3
54.000000000000007E+0	164.360796140078120E-3	13.139713097367358E-3
55.000000000000007E+0	189.310348439285850E-3	94.102230231685000E-3
56.000000000000007E+0	-46.065861654056739E-3	46.495959269145556E-3
57.000000000000007E+0	-82.571128363964075E-3	129.160589158332120E-3
58.000000000000007E+0	3.702556507962680E-3	-233.624935673030890E-3
59.000000000000007E+0	-59.141373200303923E-3	35.012861093912419E-3
60.000000000000007E+0	-270.510079213945880E-3	421.410518738586760E-3
61.000000000000007E+0	-33.652130805742649E-3	-15.424936389563293E-3
62.000000000000007E+0	38.970660032639493E-3	-51.291355873511857E-3
63.000000000000007E+0	25.748792498030141E-3	75.812735712660700E-3
64.000000000000014E+0	43.082752852704256E-3	-53.799305580876221E-3
65.000000000000014E+0	20.217560286640020E-3	88.600430767635074E-3
66.000000000000014E+0	-50.028653251133988E-3	32.866089606238144E-3
67.000000000000014E+0	-30.406339614722614E-3	-56.700775838139497E-3
68.000000000000014E+0	-2.131294094755335E-3	55.105106006306040E-3
69.000000000000014E+0	6.010271626347188E-3	-225.008054588596050E-3
70.000000000000014E+0	-111.879165230497070E-3	-78.497609899522883E-3
71.000000000000014E+0	-17.739015165648318E-3	-44.100560449391271E-3
72.000000000000014E+0	-49.139933857191925E-3	-6.096471448239278E-3
73.000000000000014E+0	-269.195261523506370E-6	-37.147488543356470E-3
74.000000000000014E+0	-63.140777045950391E-3	73.416057608351168E-3
75.000000000000014E+0	-22.197646920984995E-3	27.293669089125783E-3
76.000000000000014E+0	-14.072535649537397E-3	-30.493234535656475E-3
77.000000000000014E+0	-118.128144842345030E-3	-133.140502264647490E-3
78.000000000000014E+0	31.988196971811295E-3	20.289905285030538E-3
79.000000000000014E+0	-24.301118103498227E-3	52.540318112959963E-3
80.000000000000014E+0	29.862591113847016E-3	-6.266363871349918E-3
81.000000000000014E+0	23.258381596003169E-3	-27.092105295754787E-3
82.000000000000014E+0	16.250179982948820E-3	3.928771732182325E-3
83.000000000000014E+0	10.224073045379716E-3	-42.916797137195095E-3
84.000000000000014E+0	-19.856146273076622E-3	54.650930176614800E-3
85.000000000000014E+0	-64.954899885653394E-3	-88.951039362937245E-3
86.000000000000014E+0	71.255328693602057E-3	23.233282158368632E-3
87.000000000000014E+0	11.772547676572246E-3	-38.431286891189999E-3
88.000000000000014E+0	9.476916847657842E-3	-26.354826586793011E-3
89.000000000000014E+0	40.028353610281182E-3	-7.387946225321055E-3
90.000000000000014E+0	22.165693146764059E-3	-54.502250341152136E-3
91.000000000000014E+0	112.905718400984390E-3	-112.128106105634060E-3
92.000000000000014E+0	61.192487528522480E-3	40.044225797916284E-3
93.000000000000014E+0	66.357906018363000E-3	51.845726012002519E-3
94.000000000000014E+0	81.504401291905768E-3	-54.755711495764643E-3
95.000000000000014E+0	62.227331906599126E-3	-13.732195361266611E-3
96.000000000000014E+0	61.366018872608660E-3	-58.299551509671609E-3
97.000000000000014E+0	37.570381124940773E-3	-6.030546800305681E-3
98.000000000000014E+0	-53.556569828579044E-3	-87.883642813343196E-3
99.000000000000014E+0	-26.192889336838179E-3	11.331862506307931E-3
100.000000000000010E+0	-50.687267304620899E-3	43.947695107682490E-3
