Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	2.536907398923177E-9
50.000000000000007E+0	8.919251679265675E-9
51.000000000000007E+0	4.612549117123768E-9
52.000000000000007E+0	512.879907784489790E-12
53.000000000000007E+0	36.885997179429728E-12
54.000000000000007E+0	73.153141588323665E-12
55.000000000000007E+0	210.252986117843510E-12
56.000000000000007E+0	307.677490102220500E-12
57.000000000000007E+0	155.975480912086990E-12
58.000000000000007E+0	77.135673236056765E-12
59.000000000000007E+0	404.441902170684400E-12
60.000000000000007E+0	583.082532074932950E-12
61.000000000000007E+0	564.388445487790420E-12
62.000000000000007E+0	1.432960320887806E-9
63.000000000000007E+0	1.176246993680898E-9
64.000000000000014E+0	396.657186675724480E-12
65.000000000000014E+0	92.295762611888999E-12
66.000000000000014E+0	127.238041821018880E-12
67.000000000000014E+0	184.304253639185410E-12
68.000000000000014E+0	291.532293844003780E-12
69.000000000000014E+0	286.644169162349370E-12
70.000000000000014E+0	144.310256285442690E-12
71.000000000000014E+0	268.335813315876970E-12
72.000000000000014E+0	181.645513634159100E-12
73.000000000000014E+0	72.052663053459964E-12
74.000000000000014E+0	78.298155246119634E-12
75.000000000000014E+0	117.694406046440540E-12
76.000000000000014E+0	384.210545836074210E-12
77.000000000000014E+0	1.387894538746281E-9
78.000000000000014E+0	1.016141480200658E-9
79.000000000000014E+0	9.303265933583760E-12
80.000000000000014E+0	17.108084206842349E-12
81.000000000000014E+0	648.227804469487290E-12
82.000000000000014E+0	429.613687637929230E-12
83.000000000000014E+0	122.730660703792810E-12
84.000000000000014E+0	268.818424064213800E-12
85.000000000000014E+0	298.563611317340290E-12
86.000000000000014E+0	99.130866124365603E-12
87.000000000000014E+0	354.687420072438610E-12
88.000000000000014E+0	229.757954260604790E-12
89.000000000000014E+0	644.150815862375600E-12
90.000000000000014E+0	160.957347606393110E-12
91.000000000000014E+0	873.830358308367290E-15
92.000000000000014E+0	87.085930910879370E-12
93.000000000000014E+0	282.759174316039620E-12
94.000000000000014E+0	807.855835158322160E-12
95.000000000000014E+0	700.110825099523610E-12
96.000000000000014E+0	148.617013120753220E-12
97.000000000000014E+0	85.014371995598212E-12
98.000000000000014E+0	138.099944245206560E-12
99.000000000000014E+0	14.628447744194989E-9
100.000000000000010E+0	43.076771188495793E-9
101.000000000000010E+0	7.780818759292892E-9
102.000000000000010E+0	263.001659953717920E-12
103.000000000000010E+0	722.675954494856000E-12
104.000000000000010E+0	128.692582987023520E-12
105.000000000000010E+0	116.846671614592180E-12
106.000000000000010E+0	16.548959314333422E-12
107.000000000000010E+0	142.790339561961310E-12
108.000000000000010E+0	79.361953650087803E-12
109.000000000000010E+0	159.960493133646540E-12
110.000000000000010E+0	227.092673403284330E-12
111.000000000000010E+0	266.507840331404260E-12
112.000000000000010E+0	364.325328682814240E-12
113.000000000000010E+0	13.218134293066830E-9
114.000000000000010E+0	13.746131937994763E-9
115.000000000000010E+0	159.505344854429360E-12
116.000000000000010E+0	331.213369541029900E-12
117.000000000000010E+0	341.622208139055610E-12
118.000000000000010E+0	80.179214414140536E-12
119.000000000000010E+0	455.379906042925310E-12
120.000000000000010E+0	584.695423807926900E-12
121.000000000000010E+0	34.447680514997828E-12
122.000000000000010E+0	140.160650748573680E-12
123.000000000000010E+0	188.893278837267720E-12
124.000000000000010E+0	42.698327396301594E-12
125.000000000000010E+0	154.560905307986590E-12
126.000000000000010E+0	1.093574619781647E-9
127.000000000000010E+0	627.696792617788390E-12
128.000000000000030E+0	98.353181307063411E-12
129.000000000000030E+0	106.853554664212360E-12
130.000000000000030E+0	9.473215423132858E-12
131.000000000000030E+0	63.803979867719912E-12
132.000000000000030E+0	92.395837449085434E-12
133.000000000000030E+0	310.356579662830810E-12
134.000000000000030E+0	573.805238155122430E-12
135.000000000000030E+0	327.725851142160120E-12
136.000000000000030E+0	182.652812243005560E-12
137.000000000000030E+0	172.244321176375740E-12
138.000000000000030E+0	442.394633593012440E-12
139.000000000000030E+0	212.054360250068940E-12
140.000000000000030E+0	91.541757207905011E-12
141.000000000000030E+0	122.783237747620330E-12
142.000000000000030E+0	188.337962409837660E-12
