Freq (Hz)	Coh_micro/hp
20.000000000000004E+0	69.632257039108872E-3
21.000000000000004E+0	119.859683806023440E-3
22.000000000000004E+0	71.967190748978699E-3
23.000000000000004E+0	134.289069928427850E-3
24.000000000000004E+0	58.967408415740281E-3
25.000000000000004E+0	40.230927891046903E-3
26.000000000000004E+0	8.586413632430345E-3
27.000000000000004E+0	43.687687223794659E-3
28.000000000000004E+0	480.798740541227900E-3
29.000000000000004E+0	55.444971623334539E-3
30.000000000000004E+0	157.262189351547570E-3
31.000000000000004E+0	471.301524365583590E-3
32.000000000000007E+0	345.119212125676980E-3
33.000000000000007E+0	59.431413802776327E-3
34.000000000000007E+0	44.180452125036927E-3
35.000000000000007E+0	351.456231654912470E-3
36.000000000000007E+0	157.418780920366900E-3
37.000000000000007E+0	23.772494825239802E-3
38.000000000000007E+0	395.759594920408570E-3
39.000000000000007E+0	362.920148224100070E-3
40.000000000000007E+0	778.842470386407640E-3
41.000000000000007E+0	184.626000008582760E-3
42.000000000000007E+0	129.766945635986400E-3
43.000000000000007E+0	401.120807611902770E-3
44.000000000000007E+0	57.017663689992615E-3
45.000000000000007E+0	111.674648852482310E-3
46.000000000000007E+0	298.118555110469470E-3
47.000000000000007E+0	19.032501598710262E-3
48.000000000000007E+0	256.392477801674850E-3
49.000000000000007E+0	133.285587939970060E-3
50.000000000000007E+0	393.096584214142060E-3
51.000000000000007E+0	58.913177868175313E-3
52.000000000000007E+0	160.980808482535070E-3
53.000000000000007E+0	34.315629195009502E-3
54.000000000000007E+0	136.138577603616420E-3
55.000000000000007E+0	112.845233029860030E-3
56.000000000000007E+0	26.367366127599927E-3
57.000000000000007E+0	51.862670516614223E-3
58.000000000000007E+0	123.789203113467970E-3
59.000000000000007E+0	110.969250312724250E-3
60.000000000000007E+0	94.716698825977136E-3
61.000000000000007E+0	118.567160907006130E-3
62.000000000000007E+0	64.867102394576784E-3
63.000000000000007E+0	48.200387218956878E-3
64.000000000000014E+0	3.355711728531514E-3
65.000000000000014E+0	81.035652645401843E-3
66.000000000000014E+0	32.710405536525662E-3
