Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	2.804878293555512E-9
50.000000000000007E+0	5.596615309491348E-9
51.000000000000007E+0	2.651389114679044E-9
52.000000000000007E+0	703.710676366051820E-12
53.000000000000007E+0	302.590552995935640E-12
54.000000000000007E+0	196.892605621326280E-12
55.000000000000007E+0	123.297490116405760E-12
56.000000000000007E+0	372.215693933631210E-12
57.000000000000007E+0	132.898388203322210E-12
58.000000000000007E+0	208.306442767511240E-12
59.000000000000007E+0	280.684641032616390E-12
60.000000000000007E+0	255.404055688239430E-12
61.000000000000007E+0	383.892789336236440E-12
62.000000000000007E+0	774.976258806231270E-12
63.000000000000007E+0	57.159305642561673E-12
64.000000000000014E+0	352.316578947609530E-12
65.000000000000014E+0	405.195404762788800E-12
66.000000000000014E+0	447.704448836323750E-12
67.000000000000014E+0	1.200493716292229E-9
68.000000000000014E+0	511.737691803110090E-12
69.000000000000014E+0	66.744276827493319E-12
70.000000000000014E+0	345.908321113333780E-12
71.000000000000014E+0	768.086973908145940E-12
72.000000000000014E+0	1.801534382071427E-9
73.000000000000014E+0	1.128331441522745E-9
74.000000000000014E+0	144.751805151726580E-12
75.000000000000014E+0	137.203512961226980E-12
76.000000000000014E+0	283.986699242766660E-12
77.000000000000014E+0	682.611498211884230E-12
78.000000000000014E+0	601.343411774061600E-12
79.000000000000014E+0	53.737573621114291E-12
80.000000000000014E+0	137.416243425868210E-12
81.000000000000014E+0	93.961262797186768E-12
82.000000000000014E+0	508.417915844005260E-12
83.000000000000014E+0	106.819103091515440E-12
84.000000000000014E+0	403.088273675778410E-12
85.000000000000014E+0	254.072706908464990E-12
86.000000000000014E+0	1.403664775503246E-9
87.000000000000014E+0	1.428996592181237E-9
88.000000000000014E+0	264.059677435534740E-12
89.000000000000014E+0	9.687893883944886E-12
90.000000000000014E+0	177.729493642708950E-12
91.000000000000014E+0	154.528467693092520E-12
92.000000000000014E+0	23.056519737982983E-12
93.000000000000014E+0	75.814410884339446E-12
94.000000000000014E+0	104.481938882266620E-12
95.000000000000014E+0	74.760638903158537E-12
96.000000000000014E+0	92.867686051417695E-12
97.000000000000014E+0	641.278741832194360E-12
98.000000000000014E+0	592.922295195465510E-12
99.000000000000014E+0	13.166583356584189E-9
100.000000000000010E+0	49.361304432233361E-9
101.000000000000010E+0	12.960103999270959E-9
102.000000000000010E+0	158.078103456112230E-12
103.000000000000010E+0	14.307236363908733E-12
104.000000000000010E+0	66.078822726410573E-12
105.000000000000010E+0	229.531631607349400E-12
106.000000000000010E+0	1.316018521867539E-9
107.000000000000010E+0	519.483185955460270E-12
108.000000000000010E+0	184.979952721519370E-12
109.000000000000010E+0	851.171734093515560E-12
110.000000000000010E+0	444.827188677496760E-12
111.000000000000010E+0	560.500380572990090E-12
112.000000000000010E+0	728.024605498094740E-12
113.000000000000010E+0	7.468799154003809E-9
114.000000000000010E+0	29.734680513270962E-9
115.000000000000010E+0	15.894904821064115E-9
116.000000000000010E+0	1.988781551396383E-9
117.000000000000010E+0	115.962430069380560E-12
118.000000000000010E+0	78.231907449226559E-12
119.000000000000010E+0	324.819823848807900E-12
120.000000000000010E+0	216.089537125844710E-12
121.000000000000010E+0	12.469652593092728E-12
122.000000000000010E+0	292.736513765395190E-12
123.000000000000010E+0	134.119219696456500E-12
124.000000000000010E+0	118.691061699586310E-12
