Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	4.637526976159847E-9
50.000000000000007E+0	10.048767267465143E-9
51.000000000000007E+0	1.880221938612947E-9
52.000000000000007E+0	15.703422994840054E-12
53.000000000000007E+0	264.652428510999030E-12
54.000000000000007E+0	505.673079589237450E-12
55.000000000000007E+0	283.163586730757690E-12
56.000000000000007E+0	46.674839927639204E-12
57.000000000000007E+0	34.493144803848608E-12
58.000000000000007E+0	66.244882180626748E-12
59.000000000000007E+0	187.699622391926200E-12
60.000000000000007E+0	207.318976930407160E-12
61.000000000000007E+0	24.985829686759329E-12
62.000000000000007E+0	1.558490615114041E-9
63.000000000000007E+0	1.831060733244607E-9
64.000000000000014E+0	249.418828968571080E-12
65.000000000000014E+0	2.043560572220239E-12
66.000000000000014E+0	47.386128853396052E-12
67.000000000000014E+0	4.205128854331304E-12
68.000000000000014E+0	168.152121649361580E-12
69.000000000000014E+0	1.515603828546944E-12
70.000000000000014E+0	224.478661951652480E-12
71.000000000000014E+0	113.131405487430140E-12
72.000000000000014E+0	159.395374680503310E-12
73.000000000000014E+0	440.553791003890500E-12
74.000000000000014E+0	298.955976184412810E-12
75.000000000000014E+0	296.481005903865810E-12
76.000000000000014E+0	188.847002479439350E-12
77.000000000000014E+0	1.718990984866508E-9
78.000000000000014E+0	3.004318282684461E-9
79.000000000000014E+0	468.060120539688250E-12
80.000000000000014E+0	265.671152221846500E-12
81.000000000000014E+0	563.304476766409960E-12
82.000000000000014E+0	247.311131499637990E-12
83.000000000000014E+0	39.738983379867061E-12
84.000000000000014E+0	66.863412426904225E-12
85.000000000000014E+0	58.554380212812765E-12
86.000000000000014E+0	266.583183744620910E-12
87.000000000000014E+0	1.183077261195982E-9
88.000000000000014E+0	1.128149872690870E-9
89.000000000000014E+0	314.979960625041460E-12
90.000000000000014E+0	130.949709301620480E-12
91.000000000000014E+0	446.984047818831210E-12
92.000000000000014E+0	295.073686020789290E-12
93.000000000000014E+0	1.757767024200545E-12
94.000000000000014E+0	110.409276721469580E-12
95.000000000000014E+0	14.075777148404162E-12
96.000000000000014E+0	90.800447628675391E-12
97.000000000000014E+0	173.108426754310470E-12
98.000000000000014E+0	678.432177496952910E-12
99.000000000000014E+0	11.194279189275830E-9
100.000000000000010E+0	42.541052938603886E-9
101.000000000000010E+0	10.826910173791182E-9
102.000000000000010E+0	130.515259746516820E-12
103.000000000000010E+0	415.158173622081480E-12
104.000000000000010E+0	737.990668800172490E-12
105.000000000000010E+0	409.247336515763160E-12
106.000000000000010E+0	122.386942661108320E-12
107.000000000000010E+0	44.145934096779565E-12
108.000000000000010E+0	223.334866827276360E-12
109.000000000000010E+0	568.725560633650360E-12
110.000000000000010E+0	317.113372791028380E-12
111.000000000000010E+0	452.768765746947100E-12
112.000000000000010E+0	255.856449176208640E-12
113.000000000000010E+0	5.327582952366044E-9
114.000000000000010E+0	7.768308783091010E-9
115.000000000000010E+0	2.138747224208204E-9
116.000000000000010E+0	4.983467701108177E-9
117.000000000000010E+0	335.174773761743150E-12
118.000000000000010E+0	16.019449919994131E-12
119.000000000000010E+0	14.155189943385888E-12
120.000000000000010E+0	12.969194648138723E-12
121.000000000000010E+0	104.782083523129060E-12
122.000000000000010E+0	601.815877981681730E-12
