Freq (Hz)	micro(Pa^2 )
49.000000000000007E+0	1.845348133435201E-9
50.000000000000007E+0	11.312892155708274E-9
51.000000000000007E+0	3.185267063399118E-9
52.000000000000007E+0	74.556978211309490E-12
53.000000000000007E+0	118.500386382859600E-12
54.000000000000007E+0	197.226657910061350E-12
55.000000000000007E+0	9.524670183724903E-12
56.000000000000007E+0	306.860654374494220E-12
57.000000000000007E+0	596.672451874413000E-12
58.000000000000007E+0	252.764911890105650E-12
59.000000000000007E+0	832.460333440324880E-12
60.000000000000007E+0	1.393881477576595E-9
61.000000000000007E+0	1.243183136634116E-9
62.000000000000007E+0	1.481914464171897E-9
63.000000000000007E+0	110.722292392366130E-12
64.000000000000014E+0	48.579721429170372E-12
65.000000000000014E+0	585.025261375506510E-12
66.000000000000014E+0	42.966527743680846E-12
67.000000000000014E+0	639.129436165898570E-12
68.000000000000014E+0	688.529138144618580E-12
69.000000000000014E+0	344.616956822638480E-12
70.000000000000014E+0	80.334292132066200E-12
71.000000000000014E+0	43.533364399698513E-12
72.000000000000014E+0	482.311003775331380E-12
73.000000000000014E+0	494.825429538692900E-12
74.000000000000014E+0	103.951904505575300E-12
75.000000000000014E+0	690.005307928080970E-12
76.000000000000014E+0	2.762944404150360E-9
77.000000000000014E+0	6.186975592197300E-9
78.000000000000014E+0	3.563793911833024E-9
79.000000000000014E+0	171.812835520984470E-12
80.000000000000014E+0	63.492968600579420E-12
81.000000000000014E+0	8.905213929218683E-12
82.000000000000014E+0	321.923307949822170E-12
83.000000000000014E+0	127.421027032881610E-12
84.000000000000014E+0	41.099847363140226E-12
85.000000000000014E+0	49.710862611827477E-12
86.000000000000014E+0	418.677418696818020E-12
87.000000000000014E+0	980.308205940352430E-12
88.000000000000014E+0	1.215697737541624E-9
89.000000000000014E+0	1.160892038378705E-9
90.000000000000014E+0	746.043148518854950E-12
91.000000000000014E+0	594.896213436745250E-12
92.000000000000014E+0	340.554803166861860E-12
93.000000000000014E+0	1.234465638929205E-9
94.000000000000014E+0	1.811027480729487E-9
95.000000000000014E+0	1.070691276826382E-9
96.000000000000014E+0	267.606064599103420E-12
97.000000000000014E+0	321.576658365395880E-12
98.000000000000014E+0	1.054787035118686E-9
99.000000000000014E+0	23.836918301731169E-9
