Freq (Hz)	Coh_micro/hp
20.000000000000004E+0	285.616518174381770E-3
21.000000000000004E+0	99.723620993632620E-3
22.000000000000004E+0	62.160163626365054E-3
23.000000000000004E+0	150.925994019605800E-3
24.000000000000004E+0	110.120562813364190E-3
25.000000000000004E+0	325.736095659919010E-3
26.000000000000004E+0	620.211487463162010E-3
27.000000000000004E+0	359.493278046201850E-3
28.000000000000004E+0	594.807689153583400E-3
29.000000000000004E+0	258.178715622249920E-3
30.000000000000004E+0	537.556487457820810E-3
31.000000000000004E+0	115.931470612659960E-3
32.000000000000007E+0	290.682326301197450E-3
33.000000000000007E+0	90.635138219614747E-3
34.000000000000007E+0	94.615840467937487E-3
35.000000000000007E+0	191.221660665442830E-3
36.000000000000007E+0	372.561417417440640E-3
37.000000000000007E+0	389.159455970434830E-3
38.000000000000007E+0	46.405529170042287E-3
39.000000000000007E+0	244.837723461653780E-3
40.000000000000007E+0	20.300601225535075E-3
41.000000000000007E+0	139.482772578686380E-3
42.000000000000007E+0	50.722830524955888E-3
43.000000000000007E+0	387.108542829837420E-3
44.000000000000007E+0	215.782239012552060E-3
45.000000000000007E+0	142.382133137698370E-3
46.000000000000007E+0	136.037456162549060E-3
47.000000000000007E+0	221.422958818366570E-3
48.000000000000007E+0	364.774920215488070E-3
49.000000000000007E+0	349.793835748151260E-3
50.000000000000007E+0	118.326174411791160E-3
51.000000000000007E+0	2.289671879104199E-3
52.000000000000007E+0	208.318508350912420E-3
53.000000000000007E+0	50.678066586437698E-3
54.000000000000007E+0	391.043645544521030E-3
55.000000000000007E+0	193.763799277473030E-3
56.000000000000007E+0	218.902758320321440E-3
57.000000000000007E+0	141.117521320503370E-3
58.000000000000007E+0	13.548414933399911E-3
59.000000000000007E+0	74.423455629164470E-3
60.000000000000007E+0	133.707694375206960E-3
61.000000000000007E+0	84.792694747779451E-3
62.000000000000007E+0	20.184148260457405E-3
63.000000000000007E+0	193.248805319136770E-3
64.000000000000014E+0	129.144490455476020E-3
65.000000000000014E+0	22.987255548261254E-3
66.000000000000014E+0	122.346153212529850E-3
67.000000000000014E+0	128.360771617027770E-3
68.000000000000014E+0	425.776668862000380E-3
69.000000000000014E+0	69.475059323283433E-3
70.000000000000014E+0	19.469095495284621E-3
71.000000000000014E+0	91.840866006904109E-3
72.000000000000014E+0	653.279351543933130E-3
73.000000000000014E+0	265.833498829520340E-3
74.000000000000014E+0	68.625334512953759E-3
75.000000000000014E+0	22.843097334412987E-3
76.000000000000014E+0	73.676575544499981E-3
77.000000000000014E+0	101.364270885017370E-3
78.000000000000014E+0	108.451500228634170E-3
79.000000000000014E+0	164.619028292672690E-3
80.000000000000014E+0	56.873830997037023E-3
81.000000000000014E+0	26.228839517783920E-3
82.000000000000014E+0	38.297605103602424E-3
83.000000000000014E+0	441.869123153432570E-3
84.000000000000014E+0	330.084271158138490E-3
85.000000000000014E+0	319.158201796434950E-3
86.000000000000014E+0	195.796251746594900E-3
87.000000000000014E+0	495.871820224875800E-3
88.000000000000014E+0	374.078866445908710E-3
89.000000000000014E+0	344.226848105733900E-3
90.000000000000014E+0	185.084278097391720E-3
91.000000000000014E+0	91.044952529708470E-3
92.000000000000014E+0	69.730685079167631E-3
93.000000000000014E+0	46.935316801508163E-3
94.000000000000014E+0	202.994840312010040E-3
95.000000000000014E+0	238.898867148356480E-3
96.000000000000014E+0	22.544621002401257E-3
97.000000000000014E+0	95.733463396206572E-3
98.000000000000014E+0	9.880156365290551E-3
99.000000000000014E+0	15.606743126553687E-3
100.000000000000010E+0	619.367373701466660E-3
101.000000000000010E+0	126.017799582221260E-3
102.000000000000010E+0	185.491459417401640E-3
103.000000000000010E+0	397.803438478719960E-3
104.000000000000010E+0	319.395021188849600E-3
105.000000000000010E+0	209.084133209298170E-3
106.000000000000010E+0	90.558970708699976E-3
107.000000000000010E+0	14.992571051424392E-3
108.000000000000010E+0	427.917367493284850E-3
109.000000000000010E+0	184.724603851832060E-3
110.000000000000010E+0	5.235302067965351E-3
111.000000000000010E+0	396.258604645068620E-3
112.000000000000010E+0	407.495008675778040E-3
113.000000000000010E+0	300.224512645781930E-3
114.000000000000010E+0	45.838129852810890E-3
115.000000000000010E+0	103.003117709962480E-3
116.000000000000010E+0	368.589098698548170E-3
117.000000000000010E+0	286.309190084305780E-3
118.000000000000010E+0	566.672074939168930E-3
119.000000000000010E+0	442.564085519395740E-3
120.000000000000010E+0	753.936056466167680E-3
121.000000000000010E+0	415.080153187058430E-3
122.000000000000010E+0	695.813122213512770E-3
123.000000000000010E+0	125.700628349824010E-3
124.000000000000010E+0	188.113112825875700E-3
125.000000000000010E+0	696.217443739920780E-3
126.000000000000010E+0	268.039073848469200E-3
127.000000000000010E+0	505.919178926638180E-3
128.000000000000030E+0	514.370877586938890E-3
129.000000000000030E+0	339.954570032744870E-3
130.000000000000030E+0	631.748970479011240E-3
131.000000000000030E+0	642.035748987414670E-3
132.000000000000030E+0	929.367594874619730E-3
133.000000000000030E+0	767.328525435382990E-3
134.000000000000030E+0	516.421113763639420E-3
135.000000000000030E+0	742.821179805249530E-3
136.000000000000030E+0	934.021140643245710E-3
137.000000000000030E+0	884.581325489258500E-3
138.000000000000030E+0	939.538220045256670E-3
139.000000000000030E+0	881.753048072784870E-3
140.000000000000030E+0	692.627373360217620E-3
141.000000000000030E+0	924.928436095283630E-3
142.000000000000030E+0	709.188154168299720E-3
143.000000000000030E+0	912.328390101343700E-3
144.000000000000030E+0	757.392901320395270E-3
145.000000000000030E+0	880.760251269586120E-3
146.000000000000030E+0	887.593754802074590E-3
147.000000000000030E+0	963.723639486663510E-3
148.000000000000030E+0	988.137418493840290E-3
149.000000000000030E+0	953.785809815814290E-3
150.000000000000030E+0	937.046747127724070E-3
151.000000000000030E+0	977.417943500666240E-3
152.000000000000030E+0	978.607246179992730E-3
153.000000000000030E+0	994.995831006224020E-3
154.000000000000030E+0	987.690812411351590E-3
155.000000000000030E+0	980.949521567419880E-3
156.000000000000030E+0	991.372840881603160E-3
157.000000000000030E+0	997.815770944749820E-3
158.000000000000030E+0	990.705330085999810E-3
159.000000000000030E+0	988.451917550170700E-3
160.000000000000030E+0	989.477819298091750E-3
161.000000000000030E+0	995.740731774863550E-3
162.000000000000030E+0	991.681465729912780E-3
163.000000000000030E+0	989.274105600161270E-3
164.000000000000030E+0	997.437157036126450E-3
165.000000000000030E+0	997.826968288732960E-3
166.000000000000030E+0	996.782863616021640E-3
167.000000000000030E+0	989.070556539859760E-3
168.000000000000030E+0	972.801070188471950E-3
169.000000000000030E+0	968.110994408683870E-3
170.000000000000030E+0	980.689793507651620E-3
171.000000000000030E+0	970.668908384732190E-3
172.000000000000030E+0	927.007025400512390E-3
173.000000000000030E+0	824.031545751830130E-3
174.000000000000030E+0	734.052461674912450E-3
175.000000000000030E+0	775.028683209648240E-3
176.000000000000030E+0	348.259333326100930E-3
177.000000000000030E+0	571.811032172118150E-3
178.000000000000030E+0	946.501530995128790E-3
179.000000000000030E+0	949.374961063618180E-3
180.000000000000030E+0	956.290964842475220E-3
181.000000000000030E+0	960.948516841951150E-3
182.000000000000030E+0	986.056288843188850E-3
183.000000000000030E+0	975.202666033145200E-3
184.000000000000030E+0	985.367036961536380E-3
185.000000000000030E+0	989.432036950106170E-3
186.000000000000030E+0	990.792392194261520E-3
187.000000000000030E+0	995.961689239459490E-3
188.000000000000030E+0	994.416345980692730E-3
189.000000000000030E+0	995.283878821798360E-3
190.000000000000030E+0	997.768854229486580E-3
191.000000000000030E+0	998.643536663458620E-3
192.000000000000030E+0	999.578869835017420E-3
193.000000000000030E+0	998.812739789681880E-3
194.000000000000030E+0	999.389441410611150E-3
195.000000000000030E+0	998.466338322962390E-3
196.000000000000030E+0	998.697834743179410E-3
197.000000000000030E+0	997.607707753124460E-3
198.000000000000030E+0	999.041111914652720E-3
199.000000000000030E+0	996.378831872701600E-3
200.000000000000030E+0	997.955089169030860E-3
201.000000000000030E+0	997.993313975889860E-3
202.000000000000030E+0	997.708152712562410E-3
203.000000000000030E+0	998.379484747363380E-3
204.000000000000030E+0	996.548052895711910E-3
205.000000000000030E+0	980.873218427330330E-3
206.000000000000030E+0	990.040718017059950E-3
207.000000000000030E+0	997.914462721392280E-3
208.000000000000030E+0	998.099912513761180E-3
209.000000000000030E+0	997.206671643640190E-3
210.000000000000030E+0	999.017226431838210E-3
211.000000000000030E+0	998.410029773157400E-3
212.000000000000030E+0	999.307888093008410E-3
213.000000000000030E+0	999.014628091015380E-3
214.000000000000030E+0	999.139787841250130E-3
215.000000000000030E+0	998.511721049321400E-3
216.000000000000030E+0	998.034795160148260E-3
217.000000000000030E+0	998.974387726554450E-3
218.000000000000030E+0	997.449920654990500E-3
219.000000000000030E+0	997.074207526789880E-3
220.000000000000030E+0	998.611754597675820E-3
221.000000000000030E+0	997.336051434692950E-3
222.000000000000030E+0	996.733827118610580E-3
