Freq (Hz)	Gxymicro/hp_Real	Gxymicro/hp_Imag
49.000000000000007E+0	-175.542118998349160E-12	988.745716620592770E-12
50.000000000000007E+0	-243.413153686071040E-12	1.274445124592322E-9
51.000000000000007E+0	-1.445713627483021E-9	81.075997890997625E-12
52.000000000000007E+0	215.408556392966010E-12	264.046310577336740E-12
53.000000000000007E+0	214.820110855851890E-12	-270.595235206118980E-12
54.000000000000007E+0	-35.920262268372972E-12	-626.679538773086700E-12
55.000000000000007E+0	-191.125789488105100E-12	758.499170378380470E-12
56.000000000000007E+0	34.859621674192903E-12	-828.152866130602170E-12
57.000000000000007E+0	-499.259987386250140E-12	834.984591726052260E-12
58.000000000000007E+0	685.992195189465180E-12	-35.067241728776834E-12
59.000000000000007E+0	80.408820225524112E-12	128.147000022747430E-12
60.000000000000007E+0	-186.473069931264450E-12	-1.599421055390391E-9
61.000000000000007E+0	-1.876754834554422E-9	3.579815341617184E-9
62.000000000000007E+0	3.951998633215298E-9	-1.090194305605854E-9
63.000000000000007E+0	-1.243143004799271E-9	-2.269654637111916E-9
64.000000000000014E+0	-3.993804639755698E-9	1.671251688395652E-9
65.000000000000014E+0	1.160945155229708E-9	2.737110612148001E-9
66.000000000000014E+0	3.538265334660322E-9	-144.425288971349670E-12
67.000000000000014E+0	-4.247364742461392E-9	-3.918414877049013E-9
68.000000000000014E+0	1.969970306836581E-9	3.054618336290678E-9
69.000000000000014E+0	-1.095811349812282E-9	1.461251793613177E-9
70.000000000000014E+0	3.491988798283368E-9	891.320890390623540E-12
71.000000000000014E+0	-543.197054684430960E-12	-5.332366970794524E-9
72.000000000000014E+0	-265.955916608424970E-12	3.001585443924113E-9
73.000000000000014E+0	91.410608669324449E-12	-3.613254412695387E-9
74.000000000000014E+0	-4.805836894950585E-9	6.160953266843052E-9
75.000000000000014E+0	2.878682767836797E-9	-2.434397569212717E-9
76.000000000000014E+0	2.411639949433125E-9	8.496235295293780E-9
77.000000000000014E+0	8.212680802787334E-9	-10.594970817572258E-9
78.000000000000014E+0	-5.998899272426746E-9	-343.657835108961300E-12
79.000000000000014E+0	-2.361348279602349E-9	1.297009174929351E-9
80.000000000000014E+0	8.296194502103217E-9	-3.992058371536761E-9
81.000000000000014E+0	-14.997056814015418E-9	-439.411182728452630E-12
82.000000000000014E+0	13.112963920638580E-9	8.764477346289149E-9
83.000000000000014E+0	3.546269883763990E-9	-7.268635782393666E-9
84.000000000000014E+0	-4.554204911174560E-9	-15.409426314602737E-9
85.000000000000014E+0	-12.406230720890347E-9	6.134651724698742E-9
86.000000000000014E+0	-438.657348487634450E-12	2.839006895798103E-9
87.000000000000014E+0	-1.886684919511405E-9	5.390843309038355E-9
88.000000000000014E+0	5.024831171163323E-9	2.081034458943124E-9
89.000000000000014E+0	-928.282005959634210E-12	2.648744124915311E-9
90.000000000000014E+0	12.905935285848967E-9	2.151746909667740E-9
91.000000000000014E+0	1.811503565278353E-9	-20.401731125395075E-9
92.000000000000014E+0	-10.484196341945940E-9	11.215784263254496E-9
93.000000000000014E+0	3.047901762918067E-9	-8.590571501171436E-9
94.000000000000014E+0	8.834379792903145E-9	617.256020376378290E-12
95.000000000000014E+0	-23.779309798522811E-9	-3.205600966856760E-9
96.000000000000014E+0	10.824271121681198E-9	5.810748913187208E-9
97.000000000000014E+0	-130.855623364293380E-12	14.818933979424295E-9
98.000000000000014E+0	7.212310132216111E-9	-11.400659879745774E-9
99.000000000000014E+0	-32.370533887915918E-9	32.516466684263596E-9
100.000000000000010E+0	99.145811131224881E-9	11.185677402999013E-9
101.000000000000010E+0	-40.335572844516572E-9	-45.248258268976410E-9
102.000000000000010E+0	12.293076727413635E-9	11.824898275512731E-9
103.000000000000010E+0	-1.914909570524514E-9	-2.318311575263730E-9
104.000000000000010E+0	-37.406059644883418E-12	7.257255848345878E-9
105.000000000000010E+0	9.062762136419877E-9	-573.106239814610110E-12
106.000000000000010E+0	-20.586128833020583E-12	-5.283861364351206E-9
107.000000000000010E+0	-4.068725063264629E-9	8.551649555513110E-9
108.000000000000010E+0	15.624481363316233E-9	-2.321010340352182E-9
109.000000000000010E+0	-923.099013858867540E-12	-5.916843313649285E-9
110.000000000000010E+0	-2.522456699581479E-9	-4.198389116992081E-9
111.000000000000010E+0	-1.877064796233353E-9	9.785361977859926E-9
112.000000000000010E+0	5.020337550090359E-9	-5.699278111240392E-9
113.000000000000010E+0	4.402891288163008E-9	15.258857140338651E-9
114.000000000000010E+0	-7.684230252622976E-9	-962.332956324286750E-12
115.000000000000010E+0	113.375652373429620E-9	13.430661867558614E-9
116.000000000000010E+0	-44.091805400349556E-9	-145.487718362462250E-9
117.000000000000010E+0	-51.295354593858165E-9	12.007890011632466E-9
118.000000000000010E+0	-26.155131542423253E-9	24.388673878881822E-9
119.000000000000010E+0	8.153957350737526E-9	27.692757204353680E-9
120.000000000000010E+0	31.684738754761848E-9	11.747662468044547E-9
121.000000000000010E+0	7.767985530478966E-9	-6.283481038912645E-9
122.000000000000010E+0	8.700206944399287E-9	-5.576973032781640E-9
123.000000000000010E+0	7.734338393994269E-9	-5.883945762717341E-9
124.000000000000010E+0	1.024118653749940E-9	-30.798947925747828E-9
125.000000000000010E+0	-42.218609471591086E-9	-22.206075459740315E-9
126.000000000000010E+0	-20.748442782400833E-9	56.397224450526386E-9
127.000000000000010E+0	44.066632445413673E-9	-14.825239986339998E-9
128.000000000000030E+0	-20.964164417393902E-9	-5.142373119826143E-9
129.000000000000030E+0	-9.990359183753188E-9	19.438004990638870E-9
130.000000000000030E+0	-8.913453841016374E-9	-4.881929218368437E-9
131.000000000000030E+0	-41.627081271946904E-9	35.742428444057751E-9
132.000000000000030E+0	20.688051400952260E-9	30.975996957062849E-9
133.000000000000030E+0	-23.746559335131516E-9	-45.233573098711234E-9
134.000000000000030E+0	-73.875022504882794E-9	24.573013082956761E-9
135.000000000000030E+0	-32.159590872454345E-9	47.788100713679941E-9
136.000000000000030E+0	-21.230359115397639E-9	-17.392980864884947E-9
137.000000000000030E+0	-75.298434566287255E-9	45.539468793724510E-9
138.000000000000030E+0	-8.867166262502790E-9	-122.859801246959970E-9
139.000000000000030E+0	-300.245449914621690E-9	1.139205013567638E-9
140.000000000000030E+0	-61.990429355108182E-9	166.340465965404520E-9
141.000000000000030E+0	-20.100039191693469E-9	23.002746233580482E-9
142.000000000000030E+0	15.882342793178168E-9	20.216867120667320E-9
143.000000000000030E+0	-31.195095558996339E-9	-62.506570979795403E-9
144.000000000000030E+0	31.965028518568140E-9	-44.549299315946714E-9
145.000000000000030E+0	-175.276961057877400E-9	-111.961389471243980E-9
146.000000000000030E+0	-6.722545292520452E-9	54.267889173687832E-9
147.000000000000030E+0	-184.550878613331690E-9	-74.712545732949156E-9
148.000000000000030E+0	-103.746054473472180E-9	134.784537226695650E-9
149.000000000000030E+0	-43.421826530371514E-9	-97.255926088205660E-9
150.000000000000030E+0	-339.866041784058240E-9	114.434423077938930E-9
151.000000000000030E+0	169.450434138442200E-9	134.137712935956470E-9
152.000000000000030E+0	88.786842726825799E-9	-186.658671677530830E-9
153.000000000000030E+0	-109.749868962467810E-9	-272.358363216013120E-9
154.000000000000030E+0	-314.484174312902490E-9	28.963469090655564E-9
155.000000000000030E+0	7.983310115918124E-9	367.242651434117550E-9
